,user,Date,text,likes
0,@iamdanishkhan20,"Jan 10, 2023 · 7:54 PM UTC","Got scammed this evening at 7:01 PM on @Paytm. Someone unknown pretend to be the helper, but falsely took benefit.  I need lost recovery asap. @Paytmcare Transaction ID: 43727941543  #PayTMScam #CyberCell #cybersecurity #cybercrime #Paytm #PayTMscammar",2
1,@NAGARAJ64178672,"Jan 10, 2023 · 6:31 PM UTC","సొంత తండ్రి నే కుక్క ని చంపినట్లు చంపారని ఆపట్లో మన అన్నీ యా చెప్పాడని గోల చేసారు మల్లి అంబానీ సంక నాకి అంబానీ పర్సన్(Person) కి సీట్ ఎలా ఇచ్చాడు రా ,నీ అన్న కి అంబానీ ఏమైనా చూపించాడా ,లేక అన్నీ యా తండ్రి అంబానీ అని ఫిక్స్ అయ్యాడా @YSRCParty #kula gajji Gallu #paytm kukkalu",1
2,@NAGARAJ64178672,"Jan 10, 2023 · 6:22 PM UTC",మీరు ఏనుగు తో పొల్చుకోకండిరా నాయనా..మీరు కుక్క లాతో సమానం.కుక్క వెడవ్వలారా  #paytm Kukka lu #Ycp Kukka lu,21
3,@ichetan,"Jan 10, 2023 · 5:44 PM UTC",Time for @Mastercard and @visa to leverage their relationship with Banks / FIs and compete with #PhonePe #Paytm @HDFC_Bank Hope #Payzapp moves swiftly - Now or Never.,0
4,@MarketSandesh,"Jan 10, 2023 · 5:30 PM UTC","📌 #Paytm recorded a 330% jump in loan distribution #business  to ₹3,665 cr in Dec'22  📌#HDFC Capital raised $376mn for its affordable #housing  fund.  #pvrcinemas  opened in #Jaipur #Bengaluru &  #Gurugram  ➤Follow➤@WazirSecurities #WazirsConsulting https://wazirs.in/wazirs-consulting-pvt-ltd/",0
5,@chanakyaamm,"Jan 10, 2023 · 5:22 PM UTC",PAYTM welcomes Surinder Chawla as MD and CEO of its associate Paytm Payments Bank. After receiving the RBI approval for his appointment.   #news #PAYTM #India,0
6,@ashishgulati222,"Jan 10, 2023 · 5:18 PM UTC",#Paytm #paytmkaro #RBI #ministry of finance #rbi governer  i am unable to operate my account. It is showing in my app of paytm as a new customer account. How can one mobile number have two accounts,0
7,@__Kaala,"Jan 10, 2023 · 4:56 PM UTC",@PMOIndia @narendramodi @nsitharaman @PiyushGoyal this is your Corporate Governance  Daylight Loot of Aam Investors of India & Government spineless Even no journalist in business media had guts to raise the voice  Many times warned earlier too  entire #Paytm is huge fraud,0
8,@ssameer_,"Jan 10, 2023 · 4:53 PM UTC",People n cricketers need to accept that what shami  did was right that was not mankad it was just tricky runout by a bowler ...stop praising Rohit for bad that demolishing a brilliant rule of cricket   #RohitSharma #shami #IndiaVsSriLanka #Paytm #ViratKohli #shanaka #ODICricket #,4
9,@SharePowerof,"Jan 10, 2023 · 3:29 PM UTC",#mamaearth #Paytm #nykaa #policybazaar  P/E ratio of mamaearth is x1714,0
10,@syed_nabi3,"Jan 10, 2023 · 3:11 PM UTC","You may buy #POCOC50 By #Paytm Features of #POCOC50 -6.52"" HD+ Display -5000mAh Battery -8MP Dual AI Camera -Fingerprint Sensor #SlayAllDay #POCOC50 @IndiaPOCO @Himanshu_POCO",3
11,@JanakiramNeela7,"Jan 10, 2023 · 2:54 PM UTC",వాళ్ళకి కూడా #paytm లో డబ్బులు పడేసారా..⁉️ @PawanKalyan గారిని తిట్టడానికి..!,1
12,@SanjeshwaranL,"Jan 10, 2023 · 2:49 PM UTC","I just published"" The Rise and the Fall…Is Indian StartUPs DOWNing?"" https://link.medium.com/W1cnGgYDtwb  If you have 5 min just read it or else no problem #startups #indianstartups #fundingwinter #AISFR #annualindianstartupfundingreport #2k21 #2k22 #2k23 #Paytm #Governmet #DigitalIndia",0
13,@JSPGovtIn2024,"Jan 10, 2023 · 1:29 PM UTC",#YSRCP Volunter  Jobs hey ga meru ichindii  #PillaPaytmJobs.. Permanent jobs Ha Avvi 😆😆 Great Initiative By Our #YCheapii to our #Paytm Karyakatass..,2
14,@SamMath20384229,"Jan 10, 2023 · 1:07 PM UTC",#Paytm's #VijayShekharSharma May Not Be Eligible for Stock Options  https://www.scrabbl.com/paytm-s-vijay-shekhar-sharma-may-not-be-eligible-for-stock-options,0
15,@keshavjhakm,"Jan 10, 2023 · 12:48 PM UTC",Thank you so much......m really happy with paytm service and what paytm think about customer welfare thankyou #paytm thankyou nidhi i got my amount credited......i feel proud to be called good paytm costomer,0
16,@ScrabbIit,"Jan 10, 2023 · 12:18 PM UTC",#Paytm's #VijayShekharSharma May Not Be Eligible for #Stock Options  https://www.scrabbl.com/paytm-s-vijay-shekhar-sharma-may-not-be-eligible-for-stock-options,1
17,@imbabulalkol,"Jan 10, 2023 · 12:09 PM UTC",Dear @Paytm can i know why you guys start charging for recharge Mobile number?   Recharge Mangoge  Hum Charge lene 😂 #Paytm,0
18,@pendulumedu,"Jan 10, 2023 · 11:36 AM UTC",Current Affairs of 10 January 2023 in Hindi - https://bit.ly/3W4poEO #currentaffairs #news #latestnews #breakingnews #pendulumedu #surinderchawla #Paytm #WorldHindiDay2023 #census2023 #g20 #digitalbankingstate #nha #ChetanSharma #GoPIO #india #panama #BPCL #BandhanBank,3
19,@pendulumedu,"Jan 10, 2023 · 11:34 AM UTC",Current Affairs of 10 January 2023 in English - https://bit.ly/3Iznedl #currentaffairs #news #latestnews #breakingnews #pendulumedu #surinderchawla #Paytm #WorldHindiDay2023 #census2023 #g20 #digitalbankingstate #nha #ChetanSharma #GoPIO #india #panama #BPCL #BandhanBank,3
20,@theinquilabin,"Jan 10, 2023 · 11:30 AM UTC",پے ٹی ایم نے دسمبر تک۳۶۶۵؍ کروڑ کےقرض فراہم کئے  https://www.inquilab.com/news/articles/paytm-disbursed-loans-of-rs-3665-crore-till-december-41625 #TheInquilabEpaper #News #NewsUpdate #Paytm #UrduNews,0
21,@ZeeNewsEnglish,"Jan 10, 2023 · 11:23 AM UTC","From BofA to ICICI Securities, analysts expect a strong Q3 for #Paytm with reduction in adj EBITDA losses  https://zeenews.india.com/india/from-bofa-to-icici-securities-analysts-expect-a-strong-q3-for-paytm-with-reduction-in-adj-ebitda-losses-2559768.html",0
22,@FinleafC,"Jan 10, 2023 · 11:03 AM UTC","Hey,  Did You Know? RBI issue directions to various banks under section 35A read with section 56 of the Banking Regulation Act, 1949 - Extension of period. #rbi #directions #banks #reguations #fintech #startups #companies #finance #legal #stockmarket #bitcoin #paytm #cooperative",0
23,@saitejadhora,"Jan 10, 2023 · 10:59 AM UTC",#Sandhya #Madiwala tickets opened for #WaltairVeerayya book through #Paytm,0
24,@stock_infomania,"Jan 10, 2023 · 10:55 AM UTC",PAYTM   BHARAT PE SUBSIDIARY RESILIENT PAYMENT PVT LTD GETS IN-PRINCIPAL APPROVAL FROM RBI TO OPERATE AS ONLINE PAYMENT AGGREGATOR  #PAYTM #BHARATPE #NSE #NSE #RBI,6
25,@navis_academy,"Jan 10, 2023 · 10:15 AM UTC",#NIFTYNEXT50: 42026.30 | -0.36%  🌲🌲🌲 #MOTHERSON: 2.08% #PAYTM: 1.89% #ADANITRANS: 1.66% #SRF: 1.49% #BOSCHLTD: 1.10%  🔻🔻🔻 #BANKBARODA: -2.46% #COLPAL: -2.31% #AMBUJACEM: -2.14% #ACC: -1.81% #ZOMATO: -1.70%  #StockMarketIndia #NavisAcademy,0
26,@pp_pande26,"Jan 10, 2023 · 10:10 AM UTC",Paytm is giving misleading notification everyday.  Please either give offer or stop this misleading notification @Paytm @Paytmcare @PaytmBank #paytm,0
27,@sensexbaba,"Jan 10, 2023 · 9:53 AM UTC",#PAYTM 573 to 581.70 New High,0
28,@Priyakhade17,"Jan 10, 2023 · 9:47 AM UTC",BUY #PAYTM AT CMP 570 FOR  TGT/SL paid,0
29,@IntradayPriya,"Jan 10, 2023 · 9:47 AM UTC",BUY #PAYTM AT CMP 570 FOR TGT/SL paid  buy now ....👍👍👍,0
30,@sensexbaba,"Jan 10, 2023 · 9:40 AM UTC",#PAYTM 573  Support 558  584-596-604-614+  #8-10 Working days,0
31,@rvc8280,"Jan 10, 2023 · 9:39 AM UTC",#PAYTM -- are we closing on this?,0
32,@Sanatanai07,"Jan 10, 2023 · 8:42 AM UTC",#PropertyTax  -No Online Payment facility available in Apps  #PayTm #phonepay & #GPay for- #Faridabad & #Gurgaon wd lacs of Taxpayers face hardships to spend hours travelling to pay #HouseTax Dues @cmohry @mlkhattar @DC_Gurugram @DiprHaryana #Growth #DigitalIndia @narendramodi,3
33,@JagtoB,"Jan 10, 2023 · 8:25 AM UTC","Paytm के स्टॉक ऑप्शन के लिए अब हकदार नहीं रहे विजय शेकर शर्मा, जानिये क्यों?  Read the full news⬇ https://www.jagtobharat.com/ #paytm #stock #paytmstock #vijayshankarsharma",0
34,@1Nataraja,"Jan 10, 2023 · 8:12 AM UTC",Bulls coming on my SIP day...and Bears coming immediately on next day... #SIP #NSE #Paytm,0
35,@SASWATPATTANAYK,"Jan 10, 2023 · 8:11 AM UTC","To, @CMO_Odisha @VKPANDIANSIRFC @PhonePeSupport @PaytmBank  ପ୍ରଭୁ ଶ୍ରୀ ଜଗନ୍ନାଥ, ମା ସୁଭଦ୍ରା ଏବଂ ବଡ଼ ଠାକୁର ଶ୍ରୀ ବଳଭଦ୍ର ଙ୍କ ର ଫୋନ ପେ ଆଉ ପେ ଟିଏମ୍ ତୁରନ୍ତ କରାଯାଉ ଯାହା ଦ୍ଵାରା କି ଓଡ଼ିଆ ଘରେ ବସି ପ୍ରଭୁ ଙ୍କ ସେବା କରିବା ର ସୁଯୋଗ ପାଇବେ.... #jayjagannath #phonepe #paytm #puri #lordjagannath",0
36,@as8260854763,"Jan 10, 2023 · 7:49 AM UTC",@Paytmcare @PaytmBusiness @Paytm @paytm @vijayshekhar  after 180 settlement hold still time I am not received my pending settlement amount and you team also not response on the mail and any other platforms is it possible by your team or else ........ #paytmpayments #paytm,0
37,@Mahfooz_khan786,"Jan 10, 2023 · 7:18 AM UTC",#paytm check karo 2 rupaye transfer kiya tha 🤣,0
38,@_setoodeh,"Jan 10, 2023 · 7:11 AM UTC",I know some may find this boring -   #Paytm board has decided to allot shares to the boss for ₹9/ share and you are holding it since ₹1500/share..,1
39,@PunterExpert,"Jan 10, 2023 · 7:03 AM UTC","#BPCL, #Paytm, #IRCTC #TataMotors up. Giving good returns from the day bought them in.",0
40,@KamleshRaheja3,"Jan 10, 2023 · 7:02 AM UTC","#PayTM  Jan 09, 2023 Policy Bazaar Zomato SIP...SIP.. https://tube.mint.lgbt/ATxSWLedmto",1
41,@devendra_tatar,"Jan 10, 2023 · 7:00 AM UTC",Kay invest karege pahele help and support services thik karo. #Paytm #paytmMoney @PaytmMoney @Paytm @Paytmcare,1
42,@NAGARAJ64178672,"Jan 10, 2023 · 6:58 AM UTC","అరేయ్ కుల గజ్జి రెడ్డి గా, పవన్ చెప్పింది మీకు ఏ సమస్య వచ్చినా పవన్ ఉన్నాడనీ..ఇప్పుడు పవన్ నే సీఎం అవుతునాదను బాగా సచ్చిపోతునట్లు ఉన్నావ్ గా #paytm కుక్క #కుల గజ్జి వెదవ",0
43,@1801Gaurav,"Jan 10, 2023 · 6:29 AM UTC","PAYTM: THE RESERVE BANK OF INDIA IS FORMULATING A PLAN TO ALLOW CREDIT CARDS ISSUED BY CARD NETWORKS VISA AND MASTERCARD TO BE LINKED TO THE UNIFIED PAYMENTS INTERFACE, ACCORDING TO THREE INDUSTRY EXECUTIVES AWARE OF THE MATTER: MORNING CONTEXT  #BIGBREAKING #PAYTM #gpay",2
44,@jschanan,"Jan 10, 2023 · 6:19 AM UTC",#PAYTM,1
45,@REDBOXINDIA,"Jan 10, 2023 · 6:11 AM UTC","PAYTM: THE RESERVE BANK OF INDIA IS FORMULATING A PLAN TO ALLOW CREDIT CARDS ISSUED BY CARD NETWORKS VISA AND MASTERCARD TO BE LINKED TO THE UNIFIED PAYMENTS INTERFACE, ACCORDING TO THREE INDUSTRY EXECUTIVES AWARE OF THE MATTER: MORNING CONTEXT  #BIGBREAKING #PAYTM #gpay",228
46,@dellyranksindia,"Jan 10, 2023 · 5:51 AM UTC",Paytm: How to set payment reminder #GooglePay #paymentreminder #paytm #phonepe #UPI https://dellyranks.com/paytm-how-to-set-payment-reminder/?feed_id=299842&_unique_id=63bcfcfa592c0 https://tinyurl.com/2j5apeuf,0
47,@oldschoolinvest,"Jan 10, 2023 · 5:35 AM UTC",#Zerodha TTM net profit: 2000 cr. No. of Employees: ~ 2000. Profit per employee: ~1 cr.  #Paytm TTM net loss: 2686 cr. No.of employees: 10271. Loss per employee: 26.15 lacs.  D: For info only.,58
48,@VjoshiSahwa,"Jan 10, 2023 · 5:28 AM UTC",No paroblm solve by baytm after 2 months still same condition. #Paytm @Paytm @Paytmcare,0
49,@shubham_kale9,"Jan 10, 2023 · 5:25 AM UTC",Mama Earth files for an IPO few days back.  Before investing in #Mamaearth IPO Remember #Paytm & #Nykaa  Very high valuations. My opinion - Strictly avoid.  #IPO  Kotak Bank is the banker for both #Nykaa and #mamaearth's,43
50,@WST_MT4ACCOUNTS,"Jan 10, 2023 · 5:02 AM UTC",4 Reasons you are still not a profitable trader can i Profit from a market crash . #earning #money #earnmoney #earnings #business #makemoney #workfromhome #earnonline #affiliatemarketing #earn #onlineearning #earnmoneyonline #earndaily #paytm #moneymaker #earningtricksonline,0
51,@srgarthouse,"Jan 10, 2023 · 4:59 AM UTC",#Paytm #paytmshare @vijayshekhar,0
52,@ChakriJspk,"Jan 10, 2023 · 4:56 AM UTC",రైతు బజార్ కీ రైతు భరోసా కేంద్రానికి తేడా తెలియని #Paytm బ్యాచ్. ఎమ్మెల్యే Jakkampudi Raja  గారు మీరైనా చూసుకోవాలి కదా అండి. బిల్లులు పడక పాపం డబ్బులు లేక అన్నింటికీ ఒకటే ఫ్లెక్స్ కడుతున్నారు.,0
53,@nishkaera,"Jan 10, 2023 · 4:51 AM UTC",DAILY DIGEST: 10th January 2023 Write to us at contact@nishkaera.com to get a free email subscription to Daily Digest plus our in-depth analysis of markets and personal finance. Stay Informed Stay Ahead with us! #paytm #rbi #revenue #trade #china #saudi #swapdeal #fintech #Crypto,1
54,@werindia,"Jan 10, 2023 · 4:45 AM UTC",#Paytm refutes proxy firms' report; company is compliant with overwhelming shareholder support https://bit.ly/2ItEaQ5 #WeRIndia,1
55,@bipund,"Jan 10, 2023 · 4:31 AM UTC",Thought of buying paytm stock using paytm app #Paytm #ipo #mamaearth #ceo #founders #india,0
56,@Puneetvizh,"Jan 10, 2023 · 4:22 AM UTC",#Paytm 's Vijay Shekhar Sharma May Not Be Eligible For Stock Options: Report https://www.ndtv.com/india-news/paytms-vijay-shekhar-sharma-may-not-be-eligible-for-stock-options-report-3678517,0
57,@hitenArora17,"Jan 10, 2023 · 4:19 AM UTC",INVEST WITH PAYTM MONEY https://ekaro.in/enkr20230110s19540058 BENEFITS No Hidden Charges  Rs 250 Cashback On Brokerage  Detailed Investment Tracking  No Paperwork Needed To Create An Account  Safe & Secure Investments with Paytm Money #Paytm #MONEY,0
58,@GeojitFinancial,"Jan 10, 2023 · 4:12 AM UTC","#Sensex, #Nifty50 to open lower as focus turns to #US Fed chair #Powell’s speech; #TCS, #Tata Motors, #Paytm among stocks in focus on Tuesday @BiIndia  Read here: https://www.businessinsider.in/stock-market/news/tcs-tata-motors-paytm-among-stocks-in-focus-on-tuesday/articleshow/96870156.cms #GeojitFinancial #stocks #StockMarket #stockmarketnews #investing #investments #invest",2
59,@AnkitUttam17,"Jan 10, 2023 · 4:02 AM UTC",@PaytmMoney down again.  It's being daily routine now. Orders are not executing. I stuck with a loss because of this. #paytmmoneydown #paytm,2
60,@livealittleg1,"Jan 10, 2023 · 4:02 AM UTC",#paytmmoney has shit in pants again #Paytm @PaytmMoneyCare @PaytmMoney 🤬,2
61,@Theofficialgoel,"Jan 10, 2023 · 3:57 AM UTC",Paytm money server down! No response  #nifty #banknifty #paytm @PaytmMoney @Paytm,0
62,@kher_maulik,"Jan 10, 2023 · 3:52 AM UTC",#Paytm #fail #paytm,0
63,@sakshinews,"Jan 10, 2023 · 3:48 AM UTC",జెట్‌ స్పీడ్‌లో దూసుకుపోతున్న పేటీఎం.. ఏకంగా నాలుగు రెట్లు https://www.sakshi.com/telugu-news/business/paytm-says-loan-disbursal-hikes-4-times-december-2022-1516835 #PaytmPaymentsBank #Paytm,10
64,@businessupturn,"Jan 10, 2023 · 3:16 AM UTC","Stocks to watch: TCS, IDBI Bank, Paytm, SBI, Tata Motors and more #IDBIBank #Insurance #Paytm #pvr https://www.businessupturn.com/money/market/stocks-to-watch-tcs-idbi-bank-paytm-sbi-tata-motors-and-more/",0
65,@saralbharatnews,"Jan 10, 2023 · 3:13 AM UTC",Analysts expect strong Q3 for Paytm with cut in adjusted EBITDA losses #saralbharatnews #Paytm #EBITDA #One97Communications #Fintech #DigitalPayments #earnings,0
66,@jais_george,"Jan 10, 2023 · 3:00 AM UTC",Industry bodies for staggered data law implementation #DigitalPersonalDataProtectionBill #Nasscom #Iamai #Bsa #Bill #SoftwareAlliance #RelianceJio #InternetAndMobileAssociationOfIndia #BhartiAirtel #Reliance #Paytm #Industry https://telecom.economictimes.indiatimes.com/news/industry-bodies-for-staggered-data-law-implementation/96868150,0
67,@ETTelecom,"Jan 10, 2023 · 3:00 AM UTC",Industry bodies for staggered data law implementation #DigitalPersonalDataProtectionBill #Nasscom #Iamai #Bsa #Bill #SoftwareAlliance #RelianceJio #InternetAndMobileAssociationOfIndia #BhartiAirtel #Reliance #Paytm #Industry https://telecom.economictimes.indiatimes.com/news/industry-bodies-for-staggered-data-law-implementation/96868150,1
68,@ETRetail,"Jan 10, 2023 · 3:00 AM UTC",Exclusive: New standards for live commerce in India on the drawing board #India #Flipkart #Iso #AmazonIndia #Tata #RelianceIndustries #Paytm #LiveCommerce #ECommerce https://retail.economictimes.indiatimes.com/news/e-commerce/e-tailing/exclusive-new-standards-for-live-commerce-in-india-on-the-drawing-board/96868584,1
69,@ani_digital,"Jan 10, 2023 · 2:58 AM UTC",Analysts expect strong Q3 for Paytm with cut in adjusted EBITDA losses  Read @ANI Story | https://aninews.in/news/business/business/analysts-expect-strong-q3-for-paytm-with-cut-in-adjusted-ebitda-losses20230110082229/ #Paytm #EBITDA #One97Communications #Fintech #DigitalPayments #earnings,12
70,@Manju_ELN,"Jan 10, 2023 · 2:47 AM UTC",నీకంటే #PayTM కూలీ ముడుతోంది కాబట్టి నీకు జాబ్ అవసరం లేకపోవచ్చు కానీ రాష్ట్రంలో యువత నిరుద్యోగంతో సతమతమౌతున్నారు.. వాళ్లు @JaiTDP @TeluguYuvathaAp @VK84015570 పోరాడుతోంది @ysjagan చెప్పిన జాబ్ కేలండర్ కోసం. నీకు కులపిచ్ఛితో కళ్ళు పూసుకుపోయాయి కాబట్టి ఇలాంటి ట్వీట్స్ వెస్తున్నవు.,1
71,@SinghVikalp,"Jan 10, 2023 · 2:33 AM UTC","#Paytm - saw a 4x jump in loan disbursements in Dec. 2022, the average monthly transacting number of users soared. According to a regulatory filing, One97 Comms , which operates Paytm, disbursed 3.7 million loans worth *3,665 crore in December, up 330% YoY.",3
72,@myfinpoint,"Jan 10, 2023 · 2:04 AM UTC",ടിസിഎസ്-ന്റെ മുന്നേറ്റം നിക്ഷേപകർക്ക് ആവേശം പകർന്നേക്കും #adani #paytm #tcs #ongc #tata https://www.myfinpoint.com/market/equity/tcs-results-may-encourage-investors-1062903?utm_campaign=pubshare&utm_source=Twitter&utm_medium=1587008221121679362&utm_content=auto-link&utm_id=316,0
73,@AlexKin2022,"Jan 10, 2023 · 12:27 AM UTC","We get punished for breaking the law so its only fair we get rewarded for obeying i propose $10,000 every 10 years unconvicted of a crime! #Paytm @SpeakerPelosi @SpeakerRyan @the_speakmans @SpeakerBoehner @SenatorReid @SenateGOP @SenateDems",0
74,@alinesi237,"Jan 11, 2023 · 11:30 PM UTC","I dan hear, m about to take another heart for granted just now, abeg hamuch be my pay😂😂 #Paytm",2
75,@babuvemulapalli,"Jan 11, 2023 · 6:21 PM UTC",నువ్వో పెద్డ బోకుగాడివి అని దేశం అంతా తెలుసు @RGVzoomin  బొంబాయిలో అప్పులు చేసి పారిపోయి వచ్చి ఇక్కడ #paytm బతుకు బతుకుతున్నావు అని కూడా తెలుసు చంద్రబాబు నీలాంటి కుక్కలని పట్టించుకోడు కాబట్టి ఇప్పటివరకూ మర్యాదగా బతుకుతున్నావు అని కూడా తెలుసు #youtuberrgv నీ ప్రస్తుత బతుకు ఇది,17
76,@KungfuP34652313,"Jan 11, 2023 · 6:20 PM UTC","Adhey place lo Langanna mogga vuntey, vatchey #paytm payment tho life time settlement ayyedhi.",0
77,@Saurabh66110368,"Jan 11, 2023 · 5:54 PM UTC",@nitin_gadkari  my Toll amount deducted twice with full amount despite of being return journey was within 4 hours same day. no action till has been taken by Ladhowal toll Ludhiana .#paytm also didnt provide me resolution till date. could u help how this malpractice can be stopped,0
78,@Saurabh66110368,"Jan 11, 2023 · 5:50 PM UTC",#paytm  tell me the status of 3255185354 complaint no. its almost 10 days passed.. Double deducted toll amount  on Ladowal toll plaza... No resolution till date,0
79,@pvsn_satya,"Jan 11, 2023 · 5:34 PM UTC",Quid-pro-co cases lo packages theskunnarani 18months jail lo unna vallu package theeskunnatta or 0 cases vunna vallu package theeskunnatta?? Doubt vunte  IT enquiry veakondi #paytm batch.. @prakasharige @SreedharAdabala @PanditiMalhotra @TrendPSPK,4
80,@babuvemulapalli,"Jan 11, 2023 · 5:31 PM UTC",మొన్న తాడేపల్లి కొంపకెళ్ళి నువ్వు కూడా అదేనాకి వచ్చావారా ?  ఆ నాకటానికి #paytm కూడా ఇస్తారు అక్కడ  పీకల్లోతు అప్పుల్లో ఉన్నావు కదా #paytm ఇస్తే ఎవడిడైన నాకే పరిస్థితుల్లో ఉన్నావు అని జనానికి తెలిసిపోయినది రా #paytm కూలీగా నీ ఎదవ బతుక్కి పౌరుషం కూడానా ?,35
81,@vishwakarma340,"Jan 11, 2023 · 5:26 PM UTC",#Paytm karo,0
82,@AbhiRfcOffl,"Jan 11, 2023 · 5:26 PM UTC",Which one is good ?  #GooglePay or #PhonePe or #PayTM,2
83,@tweets_eswar,"Jan 11, 2023 · 4:31 PM UTC",Edho typing mistake ayi untundhi ley.. adhi edho mana paytm employess kii ichi untey bagundu.. papam 5rs kadha em kadhu #jaganMohanReddy #JaganannaThodu #JaganPaniAyipoyindhi #Paytm #JanaSena,1
84,@PoonamD05862760,"Jan 11, 2023 · 3:10 PM UTC",Dear Axis Bank Sir I paid a credit card bill of  10000 on 3rd January 2023 which is still not reflected in my card  @Paytmcare @Paytm #Paytm,2
85,@jayavardhan_jay,"Jan 11, 2023 · 3:06 PM UTC",Tickets Kavalante DM Me #Balakrishna #VeeraShimaReddy #VeeraSimhaReddytickets #Paytm,2
86,@TelanganaToday,"Jan 11, 2023 · 2:50 PM UTC","Speaking to media, #Hyderabad Cricket Association president Mohd Azharuddin said that they will not sell the tickets off-line and fans can buy tickets on #Paytm.  #IndvsNz https://telanganatoday.com/tickets-for-ind-vs-nz-odi-match-in-hyderabad-to-be-sold-online",18
87,@SatvikBeli,"Jan 11, 2023 · 2:44 PM UTC","Over 18,000 people were laid off from startups in 2022 alone Check out my blog to find out WHY?  #startups #indianstartups #business #Funding #WinterStorm #paytm #StockMarketindia https://medium.com/@f20220885/is-the-great-indian-startup-party-over-33b3d5046b02",0
88,@ToxicGa89935647,"Jan 11, 2023 · 2:42 PM UTC",I'm unable to open Paytm business account. My account verification is still in pending after passing 15 days. There is no customer care support for those who want to become a merchant.   @Paytmcare @Paytm #Paytm,0
89,@ChoiceHQ_Social,"Jan 11, 2023 · 2:30 PM UTC","#Paytm's Redemption  #Paytm's #stock #price has made plenty of noise over a year or so and all for the wrong reasons, the #management recently came out with a #commentary of turning their focus on #profitability,",1
90,@rohit9953032,"Jan 11, 2023 · 1:40 PM UTC",#Paytm uninstalling Paytm as you gays  are fooling your shareholders.,1
91,@rkhichi55,"Jan 11, 2023 · 1:03 PM UTC","#Paytm Dear Paytm team, You people have blocked my account despite of several remainders and all the kyc submissions also you people are neither activating my Paytm account nor providing solutions.",0
92,@mamteshkumar2,"Jan 13, 2023 · 9:22 PM UTC",@Paytm @PaytmBank @paytmbankcare @Paytmcare @vijayshekhar Better to give resolution instead of assurance. People loose faith if assurance is not turned to resolution. Paytm care is to address customer grievances & not for harrassment.#customerexperience #customerservice #paytm,0
93,@SiliconScanner,"Jan 13, 2023 · 7:28 PM UTC",#Paytm,0
94,@NAGARAJ64178672,"Jan 13, 2023 · 7:02 PM UTC",కుక్క చావు పై సంతకాలు సినిమా టిక్కెట్లు గెలుచుకునే అవకాశం మరియు ప్రశ్న 1.మన స్టేట్ లో కుక్క చావు చచ్చినది ఎవరు ? 2.మన నాయకుడు అసలు తాత ఎన్నో పెళ్ళాం కొడుకు వైఎస్ 3.బాబాయ్ ని కుక్క లాగ చంపిదేవరు 4.చెల్లి కి ఎందుకు మల్లి మల్లి పెళ్లి ? #paytm Kukka #kula gajji Vedava,0
95,@KungfuP34652313,"Jan 13, 2023 · 7:02 PM UTC",High paid #paytm worker on duty. Nuvu kuda press meets pettara fumka  😎,0
96,@NAGARAJ64178672,"Jan 13, 2023 · 6:57 PM UTC",abbo TV లో కనపడటానికి ఎంత కష్టపడుతున్నాడు కుల రెడ్డి #paytm కుక్క #కుల గజ్జి వెదవ,0
97,@ShikhaBajheria,"Jan 13, 2023 · 5:42 PM UTC",Dear Paytm team please unblock my account it's more than 2.5 months already.. @Paytm @Paytmcare @paytmbankcare #Paytm,0
98,@adyou_ilu,"Jan 13, 2023 · 5:38 PM UTC","#stocks   Morgan Stanley #Asia #Singapore has bought 54,95,000 Paytm shares paying ₹534.80 per share.  @MorganStanley has pumped around ₹294 crore in #Paytm shares which has shed over 45 per cent in the last one year.  #StockMarcket #StocksToWatch #stockmarketnews #StockMarket",1
99,@NRL999,"Jan 13, 2023 · 5:36 PM UTC",మొన్ననే మీరు పెద్ద తోపు... తురుము అనుకున్నా...!  నువ్వు కూడా #Paytm బ్యాచ్ లో ఒకడివే అని అర్థం అయ్యింది...!  అయినా... నీ పని నువ్వు చూసుకోకుండా... ఈ రాజకీయాలు అవసరమా @RGVzoomin ??  మీ అభిమానిగా చాలా సిగ్గు పడుతున్నా...😥😥😥,1
100,@JanakiramNeela7,"Jan 13, 2023 · 4:56 PM UTC",అందుకేనా ఆ చెత్త మీద పన్నులు వసూలు చేసుకుని బ్రతుకుతున్నారు.. మీ #ycheap #Paytm #ycheapbroker na కొడుకులు..⁉️,3
101,@JanakiramNeela7,"Jan 13, 2023 · 4:49 PM UTC",అందుకేనా @PawanKalyan గారు. Meating పెట్టగానే ఒక్కో #ycheap కుక్కల #Paytm Batch వచ్చి meadia ముందు మొరుగుతున్నయి...⁉️ ఇప్పుడు అర్థం అయ్యిందా..! పిచ్చి కుక్క ఎవరో...?,1
102,@RSythana,"Jan 13, 2023 · 3:54 PM UTC",#Paytm #movietickets,0
103,@Ps3483390Singh,"Jan 13, 2023 · 3:46 PM UTC",लेकिन #Paytm के जमाने में विजय किरन साब गोली🍬🍭 दे रहे 🙏,0
104,@Raj26371083,"Jan 13, 2023 · 3:31 PM UTC",#Paytm #RBI #nbfcscam dear Paytm I really fed up with your services. Please resolve my issue as soon as possible. As I request you many times to refund my fraud transaction still your customer services are not able to resolve my problem the attached snap is for your reference.,0
105,@themukulagrawal,"Jan 13, 2023 · 3:00 PM UTC",3 share में 6000 crore की buying | Baap बन गया saap | घबरा कर बेची हिस्सेदारी Video Link - https://tube.mint.lgbt/watch?v=M3Uexnk-UFQ #paytm #niftytoday #stockmarket #investment #sharemarketnews #mukulagrawal,48
